STCODE,FORMAT,CLASS,TAX_ORDER,FAMILY,SCI_NAME,AUTHOR,ADULT_HAB,IMMAT_HAB,ADULT_FUNC,IMMAT_FUNC,HOSTTYPE,HOST,ABUNDANCE,COLLECTION,REFERENCE
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Opsimus quadrilineatus,Mannerheim,F-cn,wood,,X,P,CONIF,C,P,2
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Ortholeptura valida,(LeConte),F-cn,wood,,X,P,CONIF,U,P,1
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pachyta armata,LeConte,O-vg,wood,,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Phymatodes aeneus,LeConte,F-cn,wood,,X,P,TREES,U,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Phymatodes nitidus,LeConte,F-cn,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pidonia gnathoides,(LeConte),O-vg,wood,,X,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pidonia quadrata,Hopping,O-vg,wood,,X,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pidonia scripta,LeConte,O-vg,wood,Fl,X,P,Querc,C,P,2
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Rhagium inquisitor,Linnaeus,F-cn,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Semanotus ligneus amplus,(Casey),F-cn,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenocorus flavolineatus,(LeConte),O-vg,wood,Fl,X,,,R,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenocorus vestitus,Haldeman,O-vg,wood,Fl,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenostrophia amabilis,(LeConte),O-vg,wood,Fl,X,P,Pinus,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stictoleptura canadensis cribripennis,(LeConte),O-vg,wood,Fl,X,P,CONIF,U,P,2
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Tetropium velutinum,LeConte,F-cn,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Trachysida aspera,(LeConte),O-vg,wood,Fl,X,P,CONIF,U,P,2
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Tragosoma depsarius,Linnaeus,F-cn,wood,,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Ulochaetes leoninus,LeConte,F-cn,wood,,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Xestoleptura behrensi,(LeConte),O-vg,wood,Fl,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Xestoleptura crassipes,(LeConte),O-vg,wood,Fl,X,P,CONIF,C,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,CERAMBYCIDAE,Xestoleptura tibialis,(LeConte),O-vg,wood,Fl,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Altica ambiens,LeConte,F-cn,F-sl,H,Rt,P,Alnus,C,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Altica tombacina,Mannerheim,F-cn,F-sl,H,Rt,P,Epilo,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Anisostena californica,VanDyke,,,H,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Bromius obscurus,Linnaeus,O-vg,,H,H,P,Epilo,C,P,"1,2,23,40"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Chrysolina quadrigemina,(Suffrian)(I),O-vg,O-vg,H,H,P,Hype,C,P,"23,40"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Chrysomela interna,Brown,F-cn,,H,H,P,Alnus,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Cryptocephalus sanguinicollis,Suffrian,R-vg,,H,H,P,Salix,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Diachus auratus,Fabricius,R-vg,,H,H,P,Salix,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Dibolia sp.,,,,H,H,,,,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Galeruca rudis,LeConte,O-vg,,H,H,P,Lupin,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Longitarsus spp. (2),,O-vg,,H,H,,,,P,40
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Monoxia angularis,LeConte,O-vg,,H,H,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Orsodacne atra,Ahrens,,,H,H,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Pachybrachis circumcinctus,Crotch,,,H,H,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Pachybrachis melanostichus,Suffrian,R-vg,,H,H,P,Salix,U,P,2
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Phaedon prasinellus,LeConte,O-vg,,H,H,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Phyllotreta denticornis,Horn,O-vg,,H,H,P,CRUCI,U,P,40
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Phyllotreta sp.,,O-vg,,H,H,P,CRUCI,U,P,40
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Plateumaris emarginata,(Kirby),S-Aq,S-Aq,H,H,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Pseudoluperus longulus,LeConte,,,H,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Psylliodes sp.,,O-vg,,H,H,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Pyrrhalta carbo,LeConte,R-vg,,H,H,P,Salix,C,P,2
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Pyrrhalta punctipennis,Mannerheim,R-vg,,H,H,P,Salix,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Scelolyperus hatchi,Wilcox,,,H,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Scelolyperus varipes,LeConte,,,H,H,,,U,P,"2,54"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Syneta carinata,Mannerheim,F-cn,,H,H,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Syneta hamata,Horn,F-cn,,H,H,P,TREES,U,P,"1,2,23,41"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Syneta simplex,LeConte,F-cn,,H,H,P,Quga,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Timarcha intricata,Haldeman,F-cn,,H,H,P,SHRUB,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela longilabris,Say,O-gd,O-sl,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela oregona,LeConte,O-gd,O-sl,Pr,Pr,,,U,P,"2,37"
SA001,1,INSECTA,COLEOPTERA,CICINDELIDAE,Omus dejeani,Reiche,F-gd,F-sl,Pr,Pr,,,A,P,"2,37,40"
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Cis americanus,Mannerheim,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Cis fuscipes,Mellie,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Cis hystriculus,Casey,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Cis maritimus,(Hatch),fung,fung,Fu,Fu,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Dolichocis manitoba,Dury,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CIIDAE,Octotemnus laevis,Casey,fung,fung,Fu,Fu,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,CLAMBIDAE,Clambus gibbulus,(LeConte),F-lt,F-lt,Fu,Fu,,,R,P,23
SA001,1,INSECTA,COLEOPTERA,CLAMBIDAE,Empelus brunnipennis,(Mannerheim),F-lt,F-lt,Fu,Fu,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Corinthiscus fasciatus,LeConte,,,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Cymatodera decipiens,Fall,wood,wood,Pr,Pr,,,U,,"1,2"
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Enoclerus eximius,(Mannerheim),wood,wood,Pr,Pr,I,COLEO,U,,"1,2"
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Enoclerus schaefferi,Barr,F-cn,F-cn,Pr,Pr,I,LEPID,U,,"1,2"
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Enoclerus sphegeus,(Fabricius),wood,wood,Pr,Pr,I,SCOLY,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Phyllobaenus humeralis,(Say),F-cn,F-cn,Pr,Pr,,,U,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Phyllobaenus scaber,LeConte,F-cn,F-cn,Pr,Pr,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Thanasimus undatulus,(Say),wood,wood,Pr,Pr,I,SCOLY,U,P,41
SA001,1,INSECTA,COLEOPTERA,CLERIDAE,Trichodes ornatus,Say,O-vg,nest,Fl,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Adalia bipunctata,(Linnaeus) (I),O-vg,O-vg,Pr,Pr,I,APHID,U,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Anatis rathvoni,(LeConte),F-cn,F-cn,Pr,Pr,I,APHID,U,P,"1,2,23"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Calvia quatuordecimguttata,(Linnaeus),O-vg,O-vg,Pr,Pr,I,APHID,R,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Chilocorus fraternus,LeConte,F-cn,F-cn,Pr,Pr,I,COCCD,U,P,1
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Coccinella californica,Mannerheim,O-vg,O-vg,Pr,Pr,I,APHID,U,,23
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Coccinella trifasciata subversa,LeConte,O-vg,O-vg,Pr,Pr,I,APHID,C,P,"2,23"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Cycloneda polita,Casey,O-vg,O-vg,Pr,Pr,I,APHID,C,P,"2,23"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Hippodamia apicalis,Casey,O-vg,O-vg,Pr,Pr,I,APHID,U,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Hippodamia convergens,Guerin,O-vg,O-vg,Pr,Pr,I,APHID,A,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Hyperaspis postica,LeConte,F-cn,F-cn,Pr,Pr,I,COCCD,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Microweisea misella,(LeConte),F-cn,F-cn,Pr,Pr,I,COCCD,R,P,1
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Mulsantina picta,(Randall),F-cn,F-cn,Pr,Pr,I,APHID,C,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Myzia subvittata,(Mulsant),F-cn,F-cn,Pr,Pr,I,APHID,U,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Nephus atramentarius,(Boheman),,,Pr,Pr,I,APHID,,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Psyllobora borealis,Casey,F-cn,F-cn,Fu,Fu,,,A,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Psyllobora vigintimaculata,(Say),F-cn,F-cn,Fu,Fu,,,A,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus ardelio,Horn,F-cn,F-cn,Pr,Pr,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus aridus,Casey,F-cn,F-cn,Pr,Pr,,,,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus calaveras,Casey,F-cn,F-cn,Pr,Pr,,,,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus caurinus,Horn,F-cn,F-cn,Pr,Pr,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus difficilis,Casey,F-cn,F-cn,Pr,Pr,,,,,23
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus impletus,Gordon,F-cn,F-cn,Pr,Pr,,,,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus lacustris,LeConte,F-cn,F-cn,Pr,Pr,,,C,P,"2,23"
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus marginicollis,Mannerheim,F-cn,F-cn,Pr,Pr,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus nebulosus,LeConte,F-cn,F-cn,Pr,Pr,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus pacificus,Crotch,F-cn,F-cn,Pr,Pr,,,R,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Scymnus tahoensis,Casey,F-cn,F-cn,Pr,Pr,,,,P,
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Stethorus punctillum,Weise (I),F-cn,F-cn,Pr,Pr,A,ACARI,U,P,2
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Stethorus punctum picipes,Casey,F-cn,F-cn,Pr,Pr,A,ACARI,U,P,1
SA001,1,INSECTA,COLEOPTERA,COCCINELLIDAE,Zilus aterrimus,(Horn),F-cn,F-cn,Pr,Pr,,,R,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Colydium lineola,Say,wood,wood,Pr,Pr,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Lapethus discretus,Casey,,,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Lasconotus intricatus,Kraus,wood,wood,Pr,Pr,I,SCOLY,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Megataphrus tenuicornis,Casey,F-lt,F-lt,Pr,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Namunaria pacifica,Horn,wood,wood,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,COLYDIIDAE,Oxylaemus californicus,Crotch,wood,wood,Pr,Pr,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CORYLOPHIDAE,Orthoperus scutellaris,LeConte,F-lt,F-lt,Pr,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Anchicera gonodera,Casey,,,,,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Anchicera ochracea,Zimmerman,F-lt,F-lt,D,D,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Atomeria longipennis,Casey,,,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Atomeria stricticollis,Casey,,,D,D,,,R,P,2
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Cryptophagus tuberculosus,Maeklin,F-lt,F-lt,D,D,,,U,P,"1,41"
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Henoticoides lorna,Hatch,wood,wood,Fu,Fu,,,R,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Pteryngium crenatum,Gyllenhal,,,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,CRYPTOPHAGIDAE,Salebius octodentatus,Maeklin,,,,,,,R,P,
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Cryptolestes ferrugineus,Stephens (I),dom,dom,Sd,Sd,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Cucujus clavipes,Fabricius,wood,wood,Pr,Pr,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Dendrophagus glaber,LeConte,wood,wood,Pr,Pr,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Laemophloeus biguttatus,Say,wood,wood,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Pediacus depressus,Herbst,wood,wood,Pr,Pr,,,C,P,"1,2,41"
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Silvanus bidentatus,Fabricius (I),wood,wood,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CUCUJIDAE,Silvanus planatus,Germar,wood,wood,Pr,Pr,,,U,P,1
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Agasphaerops nigra,Horn,O-gd,O-sl,H,H,P,LILIA,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Anthonomus haematopus,Boheman,R-vg,R-vg,H,H,P,Salix,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Anthonomus sp.,,,,H,H,,,,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Apion cribricolle,LeConte,O-vg,O-vg,H,Sd,P,Lotus,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Apion sp.,,,,H,Sd,,,,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Auleutes cruralis,(LeConte),,,H,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cimberis comptus,LeConte,F-cn,F-cn,H,X,,,U,P,1
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cnemogonus lecontei,Dietz,,,H,,,,,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cossonus ponderosae,VanDyke,wood,wood,X,X,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cryptorhyncus lapathi,Linnaeus (I),F-cn,F-cn,H,X,P,DECID,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cylindrocopturus furnissi,Buchanan,F-cn,F-cn,H,X,P,CONIF,C,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Cylindrocopturus longulus,LeConte,F-cn,F-cn,H,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Deporaus glastinus,LeConte,F-cn,,H,,P,Querc,,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Dorytomus mannerheimi,Gemminger,R-vg,R-vg,H,Sd,P,Salix,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Dorytomus sp.,,R-vg,R-vg,H,Sd,,,,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Dyslobus granicollis,(LeConte),F-cn,F-sl,H,Rt,P,SHRUB,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Dyslobus lecontei,Casey,F-cn,F-sl,H,Rt,,,C,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Dyslobus productus,Hatch,F-cn,F-sl,H,Rt,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Geodercodes latipennis,Casey,F-lt,F-sl,H,,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Gymnaetron pascuorum,Gyllenhal (I),O-vg,O-vg,H,Sd,P,Plant,U,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Lechriops californica,(LeConte),F-cn,F-cn,H,X,P,Pinus,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Lobosoma horridum,Mannerheim,F-lt,F-sl,H,,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Magdalis alutacea,LeConte,F-cn,F-cn,H,X,P,Picea,U,P,1
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Mecinus pyraster,(Herbst),,,H,,,,,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Nemocestes incomptus,Horn,F-cn,F-cn,H,Rt,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Nemocestes puncticollis,Casey,F-cn,F-cn,H,Rt,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Otiorhyncus ovatus,(Linnaeus) (I),O-vg,O-sl,H,Rt,P,SHRUB,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Otiorhyncus rugosostriatus,(Goeze)(I),O-vg,O-sl,H,Rt,P,SHRUB,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Otiorhyncus sulcatus,(Fabricius) (I),O-vg,O-sl,H,Rt,P,SHRUB,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Panscopus abruptus,Casey,M-vg,M-sl,H,Rt,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Panscopus gemmatus,LeConte,F-cn,F-sl,H,Rt,P,CONIF,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Phyllotrox rutilis,(Fall),,,H,,,,U,P,1
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Pissodes fasciatus,LeConte,F-cn,F-cn,H,X,P,CONIF,C,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Pissodes piperi,Hopkins,F-cn,F-cn,H,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Pissodes utahensis,Hopkins,F-cn,F-cn,H,X,P,Abies,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Pissodes yosemite,Hopkins,F-cn,F-cn,H,X,P,Pinus,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Plinthodes taeniatus,LeConte,F-cn,F-sl,H,Rt,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Pseudopanscopus costatus,Buchanan,F-cn,F-sl,H,Rt,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Rhynchaenus parvicollis,LeConte,R-vg,R-vg,H,H,P,Salix,U,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Rhynchaenus rufipes,LeConte,R-vg,R-vg,H,H,P,Salix,U,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Rhynchites bicolor,Fabricius,O-vg,O-vg,H,H,P,Rubus,C,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Rhyncolus brunneus,Mannerheim,wood,wood,X,X,P,CONIF,C,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Rhyncolus cylindricollis,Wollaston,wood,wood,X,X,P,CONIF,U,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sciopithes obscurus,Horn,F-cn,F-sl,H,Rt,,,C,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Scythropus elegans,(Couper),F-cn,F-sl,H,Rt,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Scythropus ferrugineus,Casey,F-cn,F-sl,H,Rt,P,Pinus,A,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sitona californicus,Fahraeus,O-vg,O-sl,H,Rt,P,Lupin,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sitona hispidulus,(Fabricius) (I),M-vg,M-sl,H,Rt,P,Vicia,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sitona lepidus,Gyllenhal (I),,,H,Rt,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sitona lineatus,(Linnaeus) (I),M-vg,M-sl,H,Rt,P,Vicia,U,P,40
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Sitona scissifrons,Say (I),M-vg,M-sl,H,Rt,P,Vicia,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Steremnius carinatus,Boheman,F-lt,wood,H,X,P,CONIF,A,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Steremnius tuberosus,Gyllenhal,F-lt,wood,H,X,,,U,P,
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Tychius picirostris,(Fabricius) (I),O-vg,O-vg,H,Sd,P,Trifo,U,P,2
SA001,1,INSECTA,COLEOPTERA,CURCULIONIDAE,Tychius stepheni,Schoenherr (I),O-vg,O-vg,H,Sd,P,Trifo,U,P,40
SA001,1,INSECTA,COLEOPTERA,DASCILLIDAE,Anchycteis velutina,Horn,F-cn,Aqt,Pr,Pr,,,R,P,
SA001,1,INSECTA,COLEOPTERA,DASCILLIDAE,Araeopidius monachus,LeConte,F-cn,Aqt,Pr,Pr,,,U,P,"2,23"
SA001,1,INSECTA,COLEOPTERA,DASCILLIDAE,Macropogon piceus,LeConte,F-cn,,Pr,Pr,,,C,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Anthrenus castaneae,Melsheimer,O-vg,nest,Fl,Sv,,,U,P,
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Anthrenus lepidus,LeConte,O-vg,nest,Fl,Sv,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Attagenus piceus,Olivier (I),O-vg,,Fl,Sv,,,U,P,
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Dearthrus stebbensi,Beal,O-vg,,Fl,Sv,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Dermestes talpinus,Mannerheim,carr,carr,Sv,Sv,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Orphilus niger,(Rossi),O-vg,,Fl,Sv,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,DERMESTIDAE,Trogoderma inclusum,LeConte,O-vg,nest,Fl,Sv,,,U,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,DERODONTIDAE,Derodontus trisignatus,Mannerheim,fung,fung,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,DERODONTIDAE,Laricobius laticollis,LeConte,F-cn,F-cn,Pr,Pr,I,APHID,U,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,DERODONTIDAE,Laricobius nigrinus,Fender,F-cn,F-cn,Pr,Pr,I,APHID,U,P,1
