"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","cor.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","cor.valid_mean"
725,0,0.6,0.75,0,0.002,1,0.1,"relu",0.4,0.7,0.870557543466123,-25.9914007257735,0.40797578416786,4.6371409232862,0.52058778850379,0.661480812150535,-11.1112013269114,-0.409908189056905,2.85456468555578,0.196829614136682
524,0,0.6,0.5,0.5,0.001,1,0.1,"relu",0.7,0.8,0.844993662195129,-27.9248642785822,0.346826068775919,3.5435505468631,0.471999937142514,0.660824570384443,-10.1436762973482,-0.130327081987793,2.13296070058229,0.198991831594316
282,0,0.8,0.5,0,0.002,1,0.1,"relu",0.2,0.7,0.867521658439664,-26.2018656883701,0.402320544559467,4.6682231749541,0.514982765751189,0.660501529546387,-10.9059416266396,-0.366848194087639,2.64596263459605,0.204585307298988
495,0,0.6,1,0.5,0.002,1,0.2,"relu",0.4,0,0.862974757982699,-26.9523658686063,0.379578230361163,3.89633159445198,0.498164770786237,0.660494312313815,-10.5746068099418,-0.25486204555457,2.33862138055295,0.198848041532032
955,0,0.8,0.5,0.5,0.001,2,0.1,"relu",0.8,0.5,0.831777052659747,-28.8582848113212,0.317991157919275,3.24891684110762,0.447647779618968,0.660105899532284,-9.98281324535792,-0.0951178176219421,2.00547669665552,0.199961103928392
952,0,0.4,0.75,0.5,0.002,1,0.2,"relu",0.3,0.6,0.854870176152262,-27.4939300857231,0.362987242483157,3.70212061174482,0.483274646317668,0.6599307392466,-10.466894653603,-0.224361614357596,1.94118651633551,0.196378543465845
884,0,0.6,0.5,0.25,0.001,2,0.1,"relu",0.4,0.5,0.829325543075641,-28.9885542740004,0.31367823749797,3.19100730244869,0.443294702409504,0.659586743786375,-9.97979842814036,-0.0859888969669722,2.226997226836,0.196586127376953
631,0,0.4,0.25,0,0.002,1,0.1,"relu",0.3,0.4,0.86995438149468,-25.9757326790567,0.409004214211938,4.78136408822608,0.524226998770055,0.65906490166279,-10.9420720829322,-0.338105475868281,2.4418270827973,0.192925581440014
732,0,0.2,0.25,0.75,0.002,2,0.1,"relu",0.8,0.6,0.861912922064326,-26.782357075209,0.383005097661865,4.09519622302626,0.500933606825597,0.658778025337766,-10.798490580914,-0.294885158856036,2.36299944080999,0.20298387675371
438,0,0.4,0.5,0,0.002,1,0.2,"relu",0.1,0,0.862720329309148,-26.9722981490145,0.379107727639736,3.92537035405887,0.496968928115251,0.658745010671336,-10.4327990087963,-0.234770864031003,2.03113195515931,0.195662009960667
28,0,0,0.75,0.5,0.002,2,0.1,"relu",0.6,0.7,0.854214305283624,-27.2064877733094,0.370063038654347,3.9521012785033,0.485920988399619,0.658718992812719,-10.6691729337191,-0.269196646774498,2.29702504068858,0.203059238118862
153,0,0.4,1,0,0.002,2,0.2,"relu",0.9,0.7,0.842854730357432,-28.2823359748166,0.338621425614792,3.39479740663777,0.459332181815319,0.658624212528098,-10.2074310275781,-0.150545196704398,2.01729858547605,0.198567502361117
52,0,0.6,0.25,0.5,0.001,2,0.1,"relu",0.9,0.1,0.831344869506498,-28.9082211642077,0.31611422327396,3.21488782478209,0.446804344018602,0.658020910467261,-10.0249001702847,-0.100589684140651,2.06509354138754,0.197344494988046
788,0,0.2,0.5,1,0.002,2,0.1,"relu",0.1,1,0.866261691003925,-26.5940537097841,0.392349726970173,4.4289993338183,0.50965532562167,0.65780539009329,-11.2521261126879,-0.397321744244129,2.48938056657765,0.198373928807145
779,0,0.2,1,1,0.002,1,0.1,"relu",0.6,0.8,0.867482588645189,-26.1959989849279,0.401254176261292,4.4862011692768,0.516307983237382,0.657799905683669,-11.052775750409,-0.420956096791401,2.59004729874496,0.191002713988678
764,0,0,1,1,0.001,2,0.1,"relu",0.9,0.1,0.837820907724413,-28.6174970195969,0.325401629011985,3.26634802062871,0.459176109151811,0.657677666457989,-9.99677906981363,-0.0914053143699682,2.06293314433117,0.19835392102902
575,0,1,1,0.25,0.001,2,0.1,"relu",0.4,0,0.829818858061197,-28.9781534348526,0.314090825205553,3.18780991352044,0.444266269785564,0.657200381574228,-9.99823604293846,-0.082792981583118,1.99554207544498,0.193345307532046
609,0,0.8,0.5,0.75,0.001,2,0.2,"relu",0.6,0.9,0.809789019990567,-30.314878740155,0.270942656873628,2.59955922429008,0.403389009556175,0.6570953958283,-9.65552967872738,-0.0176083671235889,1.72417206572536,0.194865959284686
695,0,0.2,1,0.25,0.001,1,0.1,"relu",0.9,0.3,0.845519340753578,-27.8900600593075,0.348079320506659,3.60868178812686,0.473716998765324,0.657070769593944,-10.1825622928157,-0.134228231674345,2.26138623755974,0.196160120413353
824,0,0.6,0.75,0.25,0.002,2,0.1,"relu",0.7,0.2,0.858726814883149,-26.9799029194572,0.377330055413019,4.00518706072555,0.493429070973225,0.65678326394001,-10.7290457460748,-0.278573143466418,2.25104484925117,0.194182896789806
98,0,1,0.5,1,0.002,1,0.2,"relu",0.3,0.4,0.868238639923112,-26.7928467210675,0.384294097727173,3.89702496666302,0.507686409950898,0.656760412062274,-10.3775477168783,-0.188477034296477,2.04667388730663,0.196542506676944
3,0,0.6,1,0.25,0.001,2,0.1,"relu",0.5,0.3,0.830051798465854,-28.970622544207,0.314372328392055,3.1961650586807,0.444286172838848,0.656698762627991,-10.0113380015355,-0.0897957553295595,2.01127093009133,0.195218057148471
