"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","tss.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","tjur.valid_mean","cor.valid_mean","tss.valid_mean"
837,0.8,0.6,0,1,0.002,1,0.2,"relu",0.1,0.6,0.696235235078922,-28.4353379590919,0.1266079228216,1.5993446192311,0.0760436289145574,0.252553976832912,0.753838012350444,0.578784019283818,-8.35754812670278,-0.0913328880896471,1.19684150161897,0.0284998479069939,0.0902683614186736,0.736595065899749
626,0.6,0.4,0,0.5,0.002,2,0.2,"relu",0.2,0.7,0.696454251100596,-28.4397450328225,0.126445794188838,1.59515308524785,0.0756349618346391,0.252759539596329,0.753044222281523,0.578733930224099,-8.35466472955868,-0.0891098439136049,1.19446323109575,0.0283328242944154,0.0898406540170608,0.735807416352877
971,1,0,0,0.75,0.002,2,0.1,"relu",0.6,0.9,0.696416958085842,-28.439934719679,0.126437856267223,1.59498265537268,0.0756237974197689,0.252763447145804,0.753028722522427,0.578722544638329,-8.35432968921632,-0.0890169934610246,1.19440156925909,0.0283283807251317,0.0898457076174126,0.735793625189686
414,0.8,0.8,0,0.75,0.002,2,0.2,"relu",1,0.3,0.696210915045234,-28.4658449972299,0.125412017876372,1.56847933908703,0.0746871056989912,0.252667465371764,0.751153846617662,0.578705453854194,-8.31436955555677,-0.0795732428404335,1.18644844914717,0.028053364918397,0.0898277714798713,0.734065028217969
467,1,0.6,0,0.25,0.002,2,0.1,"relu",0.6,0.8,0.696427012166493,-28.4401554822593,0.126425631403452,1.59470159058424,0.0756183206462972,0.252765554108113,0.753017975940251,0.578687033274692,-8.35387679988355,-0.0890096584611726,1.19434257848162,0.0283289082589924,0.089851717305317,0.735784800080238
809,0.8,1,0,0.5,0.002,2,0.1,"relu",0.8,0.4,0.699641463688163,-28.4575662376987,0.12828031091903,1.57868327985078,0.0789136772691351,0.257440827707312,0.746770603846275,0.578640870438369,-8.34725153070489,-0.0900188927450305,1.19141173465179,0.0295110705553453,0.0919417904480044,0.728833743076253
477,0.8,0.4,0,0.5,0.001,1,0.2,"relu",0.2,0.1,0.693393410941985,-28.8415441256766,0.113114185993509,1.4222987538509,0.0668171666491506,0.247273984284442,0.738803020406554,0.57862475265335,-8.13316721520614,-0.0332756905194464,1.1441033496103,0.0258061564090717,0.0918570510241878,0.723063028678432
634,0.8,0,0,0.5,0.002,2,0.1,"relu",0.3,0.2,0.696423166246272,-28.4404077445796,0.126412309773212,1.59444554073892,0.0756060602713364,0.25276417754241,0.753012024093521,0.578605800781695,-8.35318681402789,-0.0888951171852992,1.19430279785334,0.0283292685647258,0.0898654722063683,0.735783544830673
99,0.6,0.6,0,1,0.001,1,0.1,"relu",0.3,0.3,0.693405893757071,-28.8422805511509,0.113101590259547,1.42218240504099,0.0668178619089396,0.247265602620131,0.738780056577788,0.578604616947552,-8.13312382505888,-0.0332614563866912,1.14408433800469,0.0258063370648349,0.0918654924681843,0.723041339036518
895,0.6,0,0,1,0.002,2,0.1,"relu",1,0.3,0.696412587269998,-28.4406919715222,0.126398365737867,1.59413396865395,0.0755931041150854,0.252760941042857,0.752997056194939,0.578599151275046,-8.35276673873538,-0.0887902672967003,1.1942219712099,0.0283252691454821,0.0898674731721408,0.735769927719231
496,1,0,0,0.5,0.002,2,0.1,"relu",1,0.8,0.696399208539479,-28.4403789348036,0.12641385274943,1.59447856820093,0.0756075250117069,0.252763657198723,0.753012250685405,0.578583278259173,-8.35340915991733,-0.088897584088501,1.1942975262634,0.0283279080535846,0.0898561865601798,0.735781481114412
62,0.4,0,0,1,0.001,1,0.1,"relu",0.8,0.3,0.693425185768212,-28.8441355587931,0.113048276413664,1.42180283933824,0.0668045635306695,0.247226975988641,0.738744329219047,0.578581911466759,-8.13297921293515,-0.0332465905476566,1.14400858975205,0.025807851907251,0.0918656268053772,0.723007371237701
972,0.8,0,0,0.25,0.002,2,0.2,"relu",0.9,0.5,0.696414530466263,-28.440586555855,0.126403339328215,1.59422159217287,0.0755964575579615,0.252761403991806,0.753002938905819,0.578581568857463,-8.3528835885085,-0.0888076176911104,1.19424812334637,0.0283259300771303,0.0898755130957419,0.735775225331665
116,0.4,0,0,0.75,0.002,2,0.1,"relu",1,0.4,0.696397880876654,-28.4406553524774,0.126399986482585,1.59415848497141,0.0755941745344141,0.25276000343746,0.753000053733077,0.578567817718896,-8.35284255737048,-0.0888192131078771,1.194237761585,0.028325455751698,0.0898716899506952,0.735772115764864
255,0.6,0.6,0,0,0.002,2,0.1,"relu",0.6,0.6,0.696419242404291,-28.4405878503372,0.126404308856065,1.5942044223576,0.0755974099807984,0.252762722501778,0.752998031235227,0.578559640335535,-8.35301570756642,-0.0888245311733651,1.19422264700267,0.0283253188745383,0.0898585310933191,0.735768551660235
806,0.6,0,0,0.25,0.002,1,0.1,"relu",0.2,0.3,0.696248972620444,-28.4388252091023,0.126505306443471,1.5959148095085,0.0758278831190291,0.252870014133575,0.752925382628843,0.578555334281738,-8.35283078785436,-0.0893239941873299,1.19531667311867,0.0284197491838418,0.0903900993711988,0.73569068832967
118,1,0.2,0,0,0.001,1,0.1,"relu",0.3,0.2,0.693409367856373,-28.8423787297162,0.113092604617006,1.42214210724965,0.0668138049835551,0.247259422757199,0.7387856193685,0.578555020710456,-8.13308705399108,-0.0332668133544881,1.14408229096835,0.0258083606351645,0.0918686354468592,0.723047396708071
601,0.4,0,0,0,0.001,1,0.1,"relu",0.8,0,0.693419917761745,-28.8445936213136,0.113036460221473,1.42171648088306,0.0668026222751038,0.247217791238471,0.73873304757253,0.578550309393245,-8.13296693266188,-0.0332341377390944,1.14399208560453,0.0258074283404927,0.0918623591903162,0.722995193134654
322,0.8,0.4,0,0,0.001,1,0.1,"relu",0.4,0.2,0.69340386448342,-28.8430190705299,0.11307609009014,1.42200757113311,0.0668089423315352,0.247248194075576,0.738770595570833,0.578535879720727,-8.13305479234663,-0.0332566633102369,1.14405133637569,0.0258060513144735,0.0918620232374183,0.723033163023556
264,1,0.2,0,0.75,0.002,1,0.1,"relu",0.1,0.1,0.696253914927424,-28.4385606280077,0.126519269088523,1.59626009461062,0.0758386885255965,0.252872053601899,0.752937336871879,0.578531712588999,-8.35343657840116,-0.0893955559174536,1.19537015167864,0.0284201426251331,0.0903820752435256,0.735700303992973
926,0.6,0.4,0,0.5,0.002,2,0.1,"relu",0.5,0.3,0.696420602561718,-28.4405403514055,0.126405910651322,1.59429561860033,0.0756009590620034,0.252762881043696,0.753004567840538,0.578527722703617,-8.35305463241223,-0.0888308192983207,1.19425784472594,0.0283277466407361,0.0898714857549178,0.735776011687896
155,1,0.6,0,0,0.002,2,0.2,"relu",0.3,0.6,0.696431560028004,-28.4400907109592,0.126428395811246,1.59476334464534,0.0756189900596171,0.252765151077575,0.753025928698251,0.57852487951506,-8.3538686351469,-0.0889669586481839,1.19436858605612,0.0283298432544469,0.0898548994489558,0.735794024224504
100,0.6,0,0,0.5,0.001,1,0.1,"relu",0.5,0.1,0.693423186678361,-28.8437164840422,0.113057613960188,1.42187902836197,0.0668063126222356,0.247234246795394,0.738755515762361,0.578523793866729,-8.13301595997197,-0.0332503944638227,1.14402373445941,0.0258079732608595,0.0918640454019389,0.723017907677473
792,0.6,0.6,0,0,0.002,1,0.1,"relu",0.9,0.9,0.696225834820518,-28.4387587331051,0.126509389326201,1.59601315862653,0.0758296050275873,0.252871881187162,0.752928551573707,0.578521186478473,-8.35307923325934,-0.0893530747114624,1.19532374563459,0.028418368750411,0.090385989639475,0.735693177779834
468,0.8,0,0,0,0.002,1,0.1,"relu",0.2,0,0.696260791053828,-28.4390023755469,0.126496505881526,1.59571165861306,0.0758206444500967,0.252868997527456,0.752917411997038,0.578514536971823,-8.35249848666926,-0.0892853172623572,1.19526237681605,0.0284182670324891,0.0903911864446002,0.735685536153187
981,1,0.4,0,0,0.001,1,0.1,"relu",0.5,0.7,0.693429027242243,-28.8416627519508,0.113114808251988,1.42228388635877,0.066816156660989,0.247276993437636,0.73879547662302,0.578511109141126,-8.13324062752144,-0.0332722869551555,1.14409766400685,0.0258048548336342,0.0918429918605097,0.723055896626303
696,1,0.6,0,0,0.002,1,0.1,"relu",0.6,0.2,0.696247615016503,-28.4393048133663,0.126481202086637,1.59534727816018,0.0758050595786096,0.252864010026455,0.752903185873096,0.578499966557253,-8.35180918246702,-0.0891220660124305,1.19516710014184,0.0284153825336244,0.0903979810657394,0.735673475479292
511,0.6,0.4,0,0,0.001,1,0.2,"relu",0.3,0.1,0.693391103580422,-28.8425955280635,0.113087213975044,1.42209786674399,0.0668127203458114,0.247254532968647,0.738780248618101,0.5784877938197,-8.13309917972136,-0.0332713797476824,1.1440688871224,0.0258062676925144,0.0918664058659072,0.723041777147037
650,0.6,0.6,0,0.75,0.002,1,0.2,"relu",0.5,0.6,0.696263296412212,-28.4390575326757,0.1264941094653,1.59564675821323,0.0758179792703021,0.252868355159228,0.752912476556013,0.578480918938205,-8.35233268984984,-0.0892357583131576,1.19523166310309,0.0284171257685232,0.0903964683248592,0.735681138189925
44,0.4,0,0,1,0.001,1,0.2,"relu",1,0.6,0.693420005224536,-28.8435442138944,0.113062983538795,1.42192168733261,0.0668077998485349,0.247238093199084,0.738759933452323,0.57846865282997,-8.13302516589172,-0.033259418039946,1.14401359504024,0.0258045035584526,0.0918572635468971,0.723022439548145
778,0.4,0.2,0,0.5,0.001,1,0.2,"relu",0.4,0.3,0.693395988167551,-28.8427720808846,0.11308408620287,1.42207143916134,0.0668125749200879,0.247252875934541,0.738774766825408,0.57846865282997,-8.13315459835031,-0.0332709545352774,1.14405066685215,0.0258054889424737,0.0918649361839777,0.723035836472648
858,0.6,0.4,0,0.5,0.001,1,0.2,"relu",0.4,0.3,0.693401246072918,-28.8427805655731,0.113083363016237,1.42207103607048,0.0668127526073193,0.247252228371936,0.738774941472844,0.57846865282997,-8.13306490474311,-0.0332731590061781,1.14405376642562,0.0258052325567856,0.0918631984907003,0.723037343043454
201,1,0.6,0,0.25,0.001,1,0.1,"relu",0.5,0,0.693438705661102,-28.843890071706,0.113054026964592,1.42184911504511,0.0668061796276024,0.24723144361026,0.738751040121816,0.578468148123584,-8.13298540321819,-0.0332475851978951,1.14401463600499,0.0258077994760262,0.0918598942566762,0.723014114944469
591,0.8,0.2,0,0,0.002,1,0.2,"relu",0.9,0.2,0.69626747969709,-28.4393796627844,0.12647757532581,1.59527578225436,0.0758025232987209,0.252864150180774,0.752899939371983,0.578468064525351,-8.35169299366734,-0.0890878603754053,1.19513823847356,0.0284147683880554,0.0904020246371057,0.735671161910167
398,0.4,0.2,0,0.25,0.002,1,0.1,"relu",0.6,0.5,0.696257397865793,-28.4391945364412,0.126487004998563,1.59549919547828,0.075811639684389,0.252867293694936,0.752908406133164,0.578467775925062,-8.3520823521517,-0.0891794014006059,1.19520909061734,0.0284173530637436,0.0904018445327214,0.735677550788029
703,0.4,0.2,0,0,0.002,1,0.2,"relu",0.2,0.7,0.696263288771275,-28.4382706112304,0.12652954368651,1.59644637082457,0.0758513272222207,0.252859379079382,0.752962761787568,0.578461760707507,-8.353556359404,-0.0894631217517404,1.19546679456339,0.0284293415102993,0.090381977276695,0.735728757527877
1000,1,0.6,0,0.25,0.002,1,0.1,"relu",0.6,0.6,0.696269839770219,-28.4391058901531,0.126491188348955,1.59559119220525,0.0758154716761487,0.252867191982089,0.752912874815098,0.578458396415683,-8.35219189617265,-0.0892074390731083,1.19523642422918,0.0284175794234832,0.0903978542099765,0.735681944848708
126,1,0.2,0,0,0.002,1,0.1,"relu",0.2,0.6,0.696245681175759,-28.4385427018103,0.126520224460471,1.59627171780238,0.0758394350026768,0.25287189166708,0.752937078413497,0.578458183177234,-8.35345934385612,-0.0893972911340422,1.19537111522982,0.0284206996190068,0.0903808121786708,0.735700194244811
681,0.8,0.4,0,1,0.002,1,0.1,"relu",0.3,0.4,0.696256442324037,-28.4389651317186,0.126498345402111,1.59575324592152,0.0758216009209254,0.252870090593635,0.752918404598599,0.578455666412953,-8.35246985299737,-0.0892670405531238,1.195280757024,0.0284206282906108,0.0903966911826603,0.735686324481799
70,1,0.2,0,0,0.001,1,0.2,"relu",0.6,0.2,0.693449441291,-28.8437998141935,0.113056196957015,1.42187428125661,0.0668066538131029,0.247232992657038,0.738753824952884,0.578453208814526,-8.13299768113965,-0.0332529011503888,1.14401269971639,0.0258063306274457,0.0918624464294741,0.723016269536872
188,0.8,0,0,1,0.001,1,0.2,"relu",0.6,0.4,0.693411929579242,-28.8433244309658,0.113068488553726,1.42196548740509,0.066809671711702,0.247240685362523,0.738763462763385,0.578453208814526,-8.13305596995367,-0.033259556094681,1.14402616559184,0.0258052519837596,0.0918575850428509,0.723024919763823
873,0.8,0,0,0.5,0.001,1,0.2,"relu",0.5,0.2,0.693447475808934,-28.8434966384329,0.113063555882067,1.42192308677287,0.0668082567099194,0.247237406604611,0.738760772167403,0.578453208814526,-8.13296548147955,-0.0332554276415407,1.14402122826678,0.0258060400563151,0.0918634063462527,0.723023845974362
145,0.6,0.4,0,0.75,0.001,1,0.2,"relu",0.9,0.2,0.69341806076289,-28.8444427246932,0.113040867196878,1.42174385200027,0.0668037722256012,0.247221235439695,0.738736593904757,0.578451286000104,-8.13288135156799,-0.0332395018935089,1.14398488009986,0.0258058677195545,0.0918607725004749,0.722999666552451
396,0.4,0.4,0,0.75,0.002,1,0.1,"relu",0.9,1,0.696593212360212,-28.4293190945215,0.12686023629975,1.61289799599181,0.0754310363613651,0.251496080970962,0.756437851976871,0.578450897495202,-8.3820390413359,-0.0966594048290062,1.20078953237673,0.0282049404178018,0.0896567158865831,0.739150562936255
135,0.8,0.2,0,0.75,0.001,1,0.2,"relu",0.9,0.5,0.693426800308104,-28.8437798543803,0.113057134323913,1.42187880017821,0.0668072352533296,0.247233252840899,0.738753698875948,0.578443256004574,-8.13300076206886,-0.0332536611197768,1.14401262264498,0.025805457052532,0.0918601007941309,0.723015637058003
83,0.8,0.2,0,0.5,0.002,1,0.2,"relu",0.3,0.3,0.696255218913849,-28.4390427295427,0.126494620252792,1.595674504973,0.0758192418939356,0.252868373455588,0.752915300389918,0.57844252339981,-8.35232797989193,-0.0892326471368393,1.19523938409425,0.0284176828225671,0.0903941265848598,0.735683598965116
209,0.8,0.6,0,0.5,0.002,1,0.1,"relu",0.6,0.6,0.696267310221998,-28.4391191412507,0.126490870511496,1.5955821597595,0.0758151348615642,0.252867510684427,0.752911586868149,0.578426650383937,-8.35220041966804,-0.0892084137280842,1.19522893975992,0.0284185106574427,0.0903970384916896,0.735680856665374
506,0.8,0.2,0,0.25,0.002,1,0.1,"relu",1,0.2,0.696242791831177,-28.4393940029199,0.126476756289671,1.59524880022247,0.0758021137472974,0.252862334509625,0.752899689816846,0.578424427469684,-8.35159524018227,-0.0890722172960535,1.19517671210542,0.0284180416502143,0.0904141728226521,0.735671997054166
647,0.4,0.4,0,0.5,0.001,1,0.2,"relu",0.3,0.1,0.693407655220628,-28.8428157161641,0.113086368007096,1.42207385745308,0.0668162777119986,0.247255410625491,0.738769330208052,0.578416365248271,-8.1330847322641,-0.0332711786170127,1.14404886186972,0.0258057992142521,0.0918622817525139,0.723031022168297
697,0.6,0.4,0,1,0.002,1,0.2,"relu",0.2,0.1,0.696263602682128,-28.4389544120981,0.126498937052657,1.59577279703469,0.0758223945391153,0.252869674338144,0.75291908471551,0.578404772623823,-8.35254744355342,-0.0892656140517233,1.19528031202076,0.0284202361457221,0.0903937281766499,0.735686485634452
492,1,0,0,0.25,0.001,1,0.2,"relu",0.2,0.6,0.693418500750273,-28.8433176544845,0.11309625015152,1.42215984402595,0.0668137655416447,0.247261670139055,0.738720584830775,0.578403629549083,-8.13414237553091,-0.0332932960306316,1.14393502534076,0.0257880756476446,0.0917437635316864,0.722971424620122
144,1,0,0,0,0.002,1,0.1,"relu",0.4,0.4,0.69626862314631,-28.4391078637098,0.126491286704113,1.59558673482329,0.0758144918410474,0.252867160246243,0.752911489024896,0.578371126659295,-8.35216777954022,-0.0892097807241471,1.19523726516956,0.028417374997376,0.0904023653668973,0.735681416889523
561,0.4,0,0,0,0.002,1,0.1,"relu",1,0.7,0.696243609562739,-28.4392169923813,0.12648575992728,1.59546384357587,0.0758090879940023,0.252865888224215,0.752908593358054,0.578343741462792,-8.35206542761449,-0.0891860929360551,1.19519983715843,0.028415965960411,0.0904024831217155,0.735678206718105
619,1,0,0,1,0.002,1,0.2,"relu",0.5,0.2,0.696224284992367,-28.4392567889341,0.126483569456361,1.5953992966953,0.0758065404011561,0.252863764759377,0.752904679555667,0.578334361953413,-8.35185048757384,-0.0891377328819739,1.19516759527648,0.0284146816406833,0.0903964092134662,0.73567521917916
445,0.6,0,0,1,0.002,1,0.1,"relu",0.9,0.7,0.696244382528438,-28.4391717703418,0.126488208824147,1.5955246918062,0.0758133123207627,0.252866875579413,0.752909078566438,0.578331233607372,-8.35218797289995,-0.0891992980545194,1.19520665610423,0.0284165608561274,0.0904033499421191,0.735677237366201
964,0.2,0,0,0.75,0.001,1,0.1,"relu",0.1,0.2,0.693392582276916,-28.8437431254935,0.113098134463463,1.42216732709085,0.0668202311787164,0.247260196629878,0.738700122973915,0.578323160081166,-8.13415749889609,-0.0332748288310584,1.14392700129665,0.0257912436661981,0.0917329051438989,0.722950020777795
680,0.6,0.8,0,0,0.002,2,0.2,"relu",0.5,0.2,0.696254977095801,-28.5210885989258,0.124134895893935,1.54151853005412,0.0747400950104295,0.252510324388856,0.747708274727535,0.578311403530093,-8.28365110719637,-0.0723948784612242,1.1789921465998,0.0281603838732489,0.0899380273354643,0.730566038137973
451,0.2,0.4,1,0.75,0.002,2,0.1,"relu",0.2,0,0.621417770614887,-30.3633459052405,0.0413296785931765,1.11952674508627,0.0158144279014827,0.15504723629126,0.730236163776437,0.578283172709539,-8.01152499304568,0.0123891869975827,1.05883187477421,0.00760984435198386,0.0956906280109681,0.722174944198851
415,0.4,0.6,0,0,0.001,1,0.2,"relu",0.4,0.3,0.694013622036523,-28.8817093583349,0.115106356089083,1.43834282261123,0.0702153003767782,0.248414202199795,0.73514351421856,0.57821116178333,-8.18667834277625,-0.0382427500533117,1.14773870229494,0.0267302316881863,0.0911966442869047,0.718765084320672
456,0.8,0.6,0,1,0.001,1,0.2,"relu",0.5,0.8,0.693389796628631,-28.8423286184848,0.113111872653199,1.42223911644501,0.0668168587626764,0.247279208086233,0.738759449505584,0.578201737880495,-8.13362423161184,-0.0332882477079553,1.14400326213592,0.0257954600529269,0.091795846730516,0.723016681022455
503,0.6,0.6,0,0.25,0.002,1,0.2,"relu",0.6,0.2,0.696240112538801,-28.4402644799903,0.126442203098222,1.59425169415443,0.0757702617825205,0.252866522545686,0.752826715124756,0.578200444785013,-8.34992824706716,-0.0887122278821747,1.19469791684092,0.0283943235147485,0.0903579722875943,0.735614511156196
180,0.4,0.2,0.25,1,0.002,2,0.1,"relu",0.6,1,0.694648345595098,-29.4821178609185,0.0782232013779693,1.21230546035393,0.0297326703448377,0.24563346409169,0.747898387638842,0.578187887537956,-7.99359365312565,0.0129125303439986,1.07081732197638,0.0119175323244978,0.0902789042346483,0.738921019794369
404,1,0.6,0,1,0.001,1,0.2,"relu",0.1,0.2,0.693376781466456,-28.8432191618262,0.113100246696807,1.42220615953025,0.0668149495934695,0.247258026894321,0.738721519913414,0.578152662850112,-8.13421756757456,-0.0332895259335266,1.14394081391958,0.0257881687763219,0.0917348974630222,0.722970173373545
885,1,0.8,0,0.5,0.002,1,0.1,"relu",0.5,1,0.696606062317911,-28.4356112195377,0.126829946086841,1.62061168453562,0.0751996782994184,0.2510165201598,0.757965102624103,0.578081065594561,-8.39623276582926,-0.0993423776095095,1.203213153801,0.028109898268385,0.0894157839549688,0.740658788969595
617,0.6,0.6,0,0.75,0.002,1,0.1,"relu",0.5,0.3,0.696260180099335,-28.4420110720311,0.126373795978369,1.59245849780275,0.0757145026346782,0.252872133540778,0.752699020449882,0.578050211149626,-8.34701527388912,-0.0880533405285808,1.19393496958032,0.0283601704051675,0.0902922038699902,0.735510215811098
543,0.2,0,0,0.25,0.002,2,0.2,"relu",0.9,0,0.696195302231213,-28.529196006697,0.124036669815089,1.54064157732877,0.074910339623521,0.252561177107133,0.747459294749639,0.578046224339342,-8.2855117502289,-0.0726139552484672,1.17959875193165,0.028107451634364,0.0899595252958884,0.730288721525309
551,0.8,1,0.5,0.75,0.001,2,0.2,"relu",0.9,0,0.640787651906449,-30.8056098865564,0.0194002088750583,1.03402831663766,0.00721029719316497,0.183891623940618,0.724750534165315,0.577965598067032,-8.02740627588547,0.0074051465123921,1.01562444957698,0.00374895147397644,0.0973768583180794,0.719223110939093
897,0.8,0.2,0,0.75,0.002,1,0.2,"relu",0.5,1,0.696676686851417,-28.4354304431144,0.126840121634331,1.62049490599743,0.0751861558951784,0.250996092565451,0.757942935162497,0.57795903631753,-8.3963782235458,-0.099725750256304,1.20288624956215,0.0280897052976291,0.0892678918533945,0.740649265064854
393,0.4,0.8,0,0,0.002,2,0.1,"relu",0.9,1,0.69929854861929,-28.4310270300002,0.12826209234904,1.58339447423211,0.0779488239193461,0.255190547540043,0.749418169609058,0.57795662165689,-8.35669705897077,-0.0930693090823413,1.19191748469086,0.0291369170902248,0.0903096047102481,0.73119138214311
942,1,0.8,0,0.75,0.002,1,0.2,"relu",0.3,0,0.696288998622465,-28.4432097510765,0.126327490481069,1.59122243079053,0.0756504289729775,0.252866698677915,0.75260663383487,0.577947218125791,-8.34512539604546,-0.0875519629008946,1.19362596903748,0.0283552686427225,0.0903008865746348,0.735424456567339
902,0.4,0.6,0,0,0.002,2,0.2,"relu",0.7,0.8,0.696127687773692,-28.4869692311706,0.124782866648535,1.55430115379401,0.0744891200548186,0.252621603351808,0.749692042102362,0.577889487449118,-8.29537129022087,-0.0753650862460896,1.18257102816191,0.0280204164306631,0.0898731850820131,0.732631844659115
817,0.8,1,0,0,0.002,1,0.1,"relu",0.8,0.2,0.698355567520715,-28.5355770557128,0.126948297598353,1.57198732862423,0.0804295851038865,0.255892210433509,0.743781675486382,0.577873331718477,-8.35510275316371,-0.090012024142046,1.19096675809823,0.0301655597650335,0.0917977080029136,0.72582858804973
828,0.4,0.8,0,0.75,0.001,2,0.2,"relu",0.4,0.9,0.699692222658409,-28.7389512873514,0.11915566342742,1.45916118615257,0.0709664420381093,0.254641113625372,0.738525567427451,0.57786516611283,-8.19233136243512,-0.0423536003335052,1.15230726990032,0.0267459211372315,0.0917324004051053,0.722870198524936
283,0.4,0.2,0,0,0.001,1,0.1,"relu",0.4,0.9,0.693150791161302,-28.847268742076,0.112994448779459,1.42211710072559,0.066947752409929,0.246913807612212,0.738789075842991,0.577835461452567,-8.1375220691525,-0.0340532981925558,1.1438011370822,0.025780873006917,0.0913916001675747,0.722967259315707
725,0.6,0.6,0,1,0.002,1,0.1,"relu",0.8,0.3,0.696251053882991,-28.4427310697442,0.126339354048641,1.59171896293488,0.075688019205256,0.252859453123943,0.752654752603191,0.577824367753981,-8.34549310324296,-0.0878291274849949,1.19398329274362,0.0283754843963324,0.0904036029286761,0.735463367675096
472,0.6,0.8,0,1,0.002,2,0.2,"relu",0.4,1,0.696795836869432,-28.4473647058513,0.126243323404341,1.60420238700567,0.074674207916143,0.250747600616667,0.75719301569119,0.57780258161741,-8.3721718033335,-0.093303367504329,1.19857600812529,0.0279319363483029,0.0891241687417495,0.739909501504131
766,0.8,0.6,0,1,0.002,2,0.2,"relu",0.6,1,0.696803081584466,-28.4348651319193,0.126773036584041,1.61694060135516,0.0750764948446413,0.251056613314068,0.75756924495638,0.577743080716772,-8.39121801337711,-0.0980884595166933,1.20200503098313,0.0281255036570132,0.0891769163453323,0.740310168132761
772,0.6,0,0,0.25,0.001,1,0.2,"relu",0.1,0.6,0.692981533332382,-28.8451161692805,0.112987366287123,1.42304753221428,0.0670458697648533,0.246700892289362,0.739107036241312,0.577619999810717,-8.13946801038657,-0.0346870321418222,1.1439937397527,0.0257758955656871,0.0911541402570377,0.723244433142512
535,0.2,0,0,0,0.002,2,0.2,"relu",0.7,0.1,0.696236665200026,-28.5028227269544,0.124354923436446,1.54619731103624,0.0744496928295754,0.25257162462414,0.748768270022165,0.577611974381562,-8.28553033593172,-0.0734200765763878,1.18056142654432,0.0280288305673753,0.0899051059480061,0.731716964083246
847,0.2,0.8,0.25,0.5,0.001,1,0.1,"relu",0.9,0.2,0.631233893140213,-30.1975796522066,0.0468503593327857,1.13507027311451,0.0200035785981988,0.172099559805064,0.731107350273538,0.577524460329081,-8.02334805363545,0.0123241651317934,1.07206956325586,0.0109605369275793,0.0983926191404947,0.722956885388032
262,0.6,0.8,0,0.25,0.002,2,0.1,"relu",0.4,0.7,0.696317807978599,-28.5780992396328,0.124003610073239,1.53302353718756,0.0767809281982875,0.252758214026662,0.743407106909703,0.577311590085057,-8.29200730157551,-0.0729745340938167,1.17729796015286,0.0287229733438062,0.0898202251949015,0.726031005079787
239,1,0.8,0.25,1,0.001,2,0.1,"relu",0.6,0.8,0.694458582017771,-29.6132291403555,0.0758079700005319,1.19344133065055,0.0329124562366296,0.245054658068368,0.731766110547889,0.577269955663406,-7.941870541706,0.0134773072301043,1.06731541152279,0.013319125176931,0.0916728525396391,0.722539770590791
9,0.8,0.4,0.25,1,0.002,1,0.1,"relu",0.4,0,0.695108119634155,-29.4179825275735,0.0803930573133082,1.2178762070133,0.0324194500824206,0.24643878853238,0.74268136350185,0.577252999725055,-7.98073072098385,0.0130254988183273,1.07360023701246,0.0131214000643079,0.0915897691975812,0.73328970916542
280,0.4,0,0.25,1,0.002,1,0.2,"relu",0.3,0.1,0.695137664235984,-29.4179729496938,0.080394188885567,1.21788505303636,0.0324189273540004,0.246438978310242,0.742684243781642,0.57722865395071,-7.98077235505269,0.0130264304613081,1.0736021121092,0.0131215260749896,0.0915993588030088,0.733292480786258
425,0.4,0.4,1,1,0.001,1,0.1,"relu",0.7,0,0.693166520468671,-30.5130732800485,0.0355063165379884,1.07075971238601,0.0130481822428091,0.240501086751355,0.725293002134585,0.577203704873279,-7.9756554003859,0.0109645097338316,1.02547826636655,0.00553903989275195,0.0930370919323186,0.719520002916483
631,0.2,1,0,0,0.001,1,0.2,"relu",0,0.4,0.691134679550098,-30.4752386833448,0.098685080547878,1.78247932302126,0.0578463329158527,0.235298985240166,0.785337430182548,0.577192599181664,-9.15945110590106,-0.154002420590156,1.23811889936071,0.0212212871200401,0.0871439912756345,0.769266629496716
524,1,0.4,0.25,1,0.001,2,0.1,"relu",0.8,0.7,0.694444217153223,-29.6105425249214,0.0758370756990485,1.19357959091715,0.0329011913701655,0.245063848969244,0.731875953798941,0.577187853857166,-7.9410602565633,0.0134791188298832,1.06736744570873,0.0133151444859981,0.091674702124258,0.722656990265592
458,0.6,0.6,0.25,1,0.001,2,0.2,"relu",0.9,0.1,0.69442726018737,-29.6131156250311,0.075806455098762,1.19343328619215,0.0329103241256135,0.245046612452458,0.731785433563373,0.577159491395799,-7.94126720898893,0.0134790807345536,1.06733530940411,0.0133200710408888,0.0916853085413337,0.722566537880727
65,1,0.4,0.5,1,0.002,1,0.2,"relu",0.6,0.6,0.694237319748169,-29.910742587524,0.0574718503895565,1.13347158439625,0.0210317856641047,0.243600254848115,0.73938272779843,0.577155498802257,-7.98821015867235,0.0143667837002142,1.04641731203519,0.00880662093659798,0.0924885045480551,0.731866307274733
